comment_id,Explicit Abusive Expression,Implicit Abusive Expression,Language Independent Change,Croatian specific Language Change,Croatia Knowledge Based,World Knowledge Based,Other
21600495,No,No,No,No,No,No,Yes
21958092,No,No,No,No,No,No,Yes
22047796,Yes,No,No,No,No,No,No
22045589,Yes,No,No,No,No,No,No
22140895,Yes,No,No,No,No,No,No
21664357,Yes,No,No,Yes,Yes,No,No
22233582,No,No,No,No,No,No,Yes
22258420,No,Yes,No,No,No,No,No
22233582,No,No,No,No,No,No,Yes
21625318,Yes,No,No,No,Yes,No,No
21872991,No,No,No,No,No,No,Yes
21911966,Yes,No,No,No,No,No,No
21644310,Yes,No,No,No,No,No,No
21998176,No,No,No,No,No,No,Yes
21620545,Yes,No,No,No,No,No,No
21952410,Yes,No,No,No,No,No,No
22128399,Yes,No,No,Yes,Yes,No,No
21946543,No,No,No,No,No,No,Yes
22069634,Yes,No,No,No,No,No,No
21591809,No,Yes,No,No,No,No,No
22107532,Yes,No,No,No,No,No,No
21856217,Yes,No,No,Yes,No,No,No
22021975,Yes,No,No,No,Yes,No,No
21882489,Yes,No,No,No,No,Yes,No
22145498,Yes,No,No,No,No,No,No
22047772,Yes,No,No,No,No,No,No
22016625,Yes,No,No,Yes,No,No,No
21955446,No,Yes,No,No,No,No,No
21879025,Yes,No,No,No,No,No,Yes
22156714,Yes,No,No,No,Yes,No,No
21864667,Yes,No,No,No,No,No,No
22127171,Yes,No,No,Yes,No,No,No
21767727,No,Yes,No,No,No,No,No
21749220,No,Yes,No,No,Yes,No,No
22124684,Yes,No,No,Yes,Yes,No,No
22087112,No,No,No,No,No,No,Yes
21927757,Yes,No,No,Yes,No,No,No
21648331,No,Yes,No,No,No,No,No
21741672,Yes,No,No,No,Yes,No,No
22314900,No,Yes,No,No,No,No,No
22217229,No,Yes,No,No,Yes,No,No
22108142,No,No,Yes,No,No,No,No
22337486,Yes,No,Yes,No,Yes,No,No
21636647,No,Yes,No,No,Yes,No,No
22014597,Yes,No,Yes,No,No,No,No
22331031,Yes,No,Yes,No,No,No,No
22326847,Yes,No,No,No,No,No,No
21867616,Yes,No,No,No,No,No,No
22002417,Yes,No,No,No,No,No,No
22360861,No,Yes,No,No,No,No,No
22035756,No,Yes,No,No,No,No,No
21664961,Yes,No,No,No,No,No,No
22134251,Yes,No,No,No,No,No,No
22192774,Yes,No,No,No,No,No,No
22344826,Yes,No,No,No,No,No,No
21742368,Yes,No,No,No,No,No,No
22351921,Yes,No,No,No,No,No,No
22366653,Yes,No,No,No,No,No,No
22374811,No,Yes,No,No,No,No,No
21620762,No,No,No,No,No,No,Yes
21665262,Yes,No,No,No,No,No,No
22302879,Yes,No,No,No,No,No,No
22260111,No,Yes,No,No,No,No,No
21622154,Yes,No,No,No,No,No,No
22332936,No,Yes,No,No,No,No,No
22093898,Yes,No,No,No,No,No,No
22396158,No,Yes,Yes,No,No,No,No
21953835,No,No,No,No,No,No,Yes
22223876,Yes,No,Yes,No,No,No,No
21863198,No,Yes,No,No,No,No,No
21670754,No,Yes,No,No,No,No,No
22103394,No,No,No,No,No,Yes,No
21690217,No,Yes,No,No,No,No,No
21764906,Yes,No,No,Yes,No,No,No
21615197,Yes,No,No,No,No,No,No
22054711,Yes,No,No,No,No,No,No
21818447,Yes,No,No,No,Yes,No,No
21593415,No,No,No,No,No,No,Yes
21860430,Yes,No,No,No,No,No,No
22166583,No,Yes,No,No,No,No,No
22307389,Yes,No,No,No,No,No,No
21869110,Yes,No,No,No,No,No,No
22211165,No,Yes,No,No,No,No,No
22242193,No,Yes,No,No,No,No,No
22252200,No,No,No,Yes,No,No,No
21638427,Yes,No,No,No,No,No,No
21616237,Yes,No,No,No,No,No,No
21830586,No,No,No,No,No,No,Yes
21952763,Yes,No,No,No,No,No,No
21734525,Yes,No,No,No,No,No,No
21751783,No,Yes,No,No,No,No,No
22243284,No,No,Yes,No,No,No,No
22156458,Yes,No,No,No,No,No,No
22233582,No,No,No,No,No,No,Yes
21823701,Yes,No,No,No,No,No,No
22233582,No,No,No,No,No,No,Yes
21619208,No,Yes,No,No,No,No,No
22332163,No,No,Yes,No,Yes,No,No
21715907,Yes,No,No,No,No,No,No
22156017,No,No,Yes,No,No,No,No
21977387,No,Yes,No,No,No,No,No
21910951,Yes,No,No,No,No,No,No
22043477,Yes,No,No,No,No,No,No
22256172,Yes,No,No,No,No,No,No
21723882,No,Yes,No,No,No,No,No
21619544,No,Yes,No,No,No,No,No
21748144,Yes,No,No,No,No,No,No
22085748,Yes,No,No,No,Yes,No,No
21703814,Yes,No,No,No,No,No,No
21867532,No,Yes,No,No,No,No,No
22258339,Yes,No,No,No,No,No,No
21875777,No,Yes,No,No,No,No,No
21878472,Yes,No,No,No,No,No,No
21914164,Yes,No,No,No,Yes,No,No
22083140,No,No,Yes,No,No,No,No
21717905,Yes,No,No,No,No,No,No
21621214,Yes,No,No,No,No,No,No
21652265,Yes,No,No,Yes,Yes,No,No
22345418,No,No,Yes,No,No,No,No
21670464,No,Yes,No,No,No,Yes,No
22362195,No,Yes,No,No,No,No,No
22224459,Yes,No,No,No,No,No,No
22327196,Yes,No,No,No,No,No,No
22341043,Yes,No,No,Yes,No,No,No
21690703,Yes,No,No,No,No,No,No
22341057,No,Yes,No,No,No,No,No
22303579,No,Yes,No,No,No,No,No
21788057,No,No,No,No,Yes,No,No
22121202,No,Yes,No,No,No,No,No
22145205,Yes,No,No,Yes,No,No,No
21802644,No,No,No,Yes,No,No,No
21722027,No,Yes,No,No,Yes,No,No
22107497,No,No,No,Yes,No,No,No
21928317,No,Yes,No,No,No,No,No
22260059,Yes,No,No,No,No,No,No
22382188,No,No,No,Yes,No,No,No
22290934,No,No,Yes,No,No,No,No
21776966,No,No,No,No,No,No,Yes
22012056,No,Yes,No,No,No,No,No
21969360,Yes,No,No,Yes,No,No,No
22148179,Yes,No,No,No,No,No,No
22371398,Yes,No,No,No,No,No,No
21642273,No,No,No,No,Yes,No,No
22283232,Yes,No,No,No,No,No,No
21882713,No,No,No,No,Yes,No,No
22061520,No,No,No,No,No,No,Yes
22231680,No,Yes,No,No,No,No,No
21762062,Yes,No,No,No,No,No,No
21743016,No,Yes,No,No,No,No,No
21909902,No,No,No,Yes,Yes,No,No
22146455,Yes,No,Yes,No,No,No,No
22193094,Yes,No,No,No,No,No,No
22148151,Yes,No,No,No,No,No,No
22106301,Yes,No,No,Yes,No,No,No
22066709,No,Yes,No,No,Yes,No,No
22363701,Yes,No,No,Yes,No,No,No
22314215,Yes,No,Yes,No,No,No,No
21963113,Yes,No,No,No,Yes,No,No
21929822,No,Yes,No,No,No,No,No
21650989,No,No,No,No,No,No,Yes
21911713,No,No,No,No,Yes,No,No
22239979,Yes,No,No,No,No,No,No
22090371,No,No,No,Yes,No,No,No
21622219,No,No,No,Yes,No,No,No
22080993,Yes,No,No,No,No,No,No
22369803,Yes,No,No,No,No,Yes,No
22078475,Yes,No,No,No,No,No,No
21659641,No,No,No,No,No,No,Yes
22051730,No,Yes,No,No,No,No,No
21965125,Yes,No,No,No,No,No,No
22095203,Yes,No,No,No,No,No,No
21611381,Yes,No,No,No,No,No,No
22107556,No,No,No,Yes,No,No,No
22298956,No,Yes,No,No,No,No,No
22358949,Yes,No,No,No,No,No,No
22363435,Yes,No,No,No,No,No,No
21985081,No,Yes,No,No,No,No,No
22324068,No,No,No,Yes,No,No,No
22260623,Yes,No,No,No,No,No,No
21707008,No,No,No,Yes,No,No,No
22017036,Yes,No,No,No,No,No,No
21598419,No,No,No,No,Yes,No,No
22090690,No,Yes,No,No,No,No,No
21705273,No,No,No,No,No,No,Yes
22280316,No,No,Yes,No,Yes,No,No
22033044,No,Yes,No,Yes,No,No,No
22241381,No,Yes,No,No,No,No,No
22263154,Yes,No,No,No,No,No,No
21835672,Yes,No,No,No,No,No,No
21661802,No,No,No,No,No,No,Yes
21995892,No,Yes,No,No,No,No,No
21801907,No,Yes,No,Yes,No,No,No
22150852,Yes,No,No,Yes,No,No,No
22353595,Yes,No,No,No,No,No,No
22206058,Yes,No,No,No,No,No,No
22188345,Yes,No,No,No,No,No,No
21760678,Yes,No,No,No,No,No,No
22014307,Yes,No,No,No,Yes,No,No
21768957,Yes,No,No,No,Yes,No,No
21955164,Yes,No,Yes,No,Yes,No,No
21671206,No,No,No,No,No,No,Yes
22195909,Yes,No,No,No,No,No,No
22372807,Yes,No,Yes,No,No,No,No
21996293,No,No,No,No,No,No,Yes
21848348,Yes,No,No,Yes,Yes,No,No
21978565,Yes,No,Yes,No,No,No,No
22237752,No,No,No,No,No,No,Yes
21980942,Yes,No,No,No,No,No,No
22192362,No,No,No,No,No,No,Yes
22195535,Yes,No,No,No,No,No,No
21645367,Yes,No,No,No,No,No,No
21738511,Yes,No,No,No,No,No,No
21752037,Yes,No,No,No,No,No,No
21720903,No,Yes,No,No,Yes,No,No
22021826,Yes,No,No,No,No,No,No
22383682,No,Yes,No,No,No,No,No
21609673,Yes,No,No,No,Yes,No,No
21685545,Yes,No,No,Yes,No,No,No
22166629,Yes,No,No,No,No,No,No
22159499,Yes,No,No,Yes,No,No,No
21934688,Yes,No,No,Yes,No,No,No
22145437,No,Yes,No,No,No,No,No
22156848,Yes,No,Yes,No,Yes,No,No
22130694,Yes,No,No,No,No,No,No
22245436,Yes,No,No,No,No,No,No
22113127,Yes,No,Yes,No,No,No,No
21802071,Yes,No,No,No,No,No,No
22129049,No,Yes,No,No,No,No,No
21680009,No,Yes,No,No,No,No,No
22147972,No,Yes,No,No,No,No,No
21697670,Yes,No,No,No,No,No,No
21859840,No,Yes,No,No,No,No,No
21970240,No,Yes,No,Yes,No,No,No
21954905,No,Yes,No,No,Yes,No,No
22167585,Yes,No,No,Yes,No,No,No
21723891,Yes,No,No,No,Yes,No,No
21596487,Yes,No,No,No,No,No,No
22075787,Yes,No,No,No,No,No,No
22319452,Yes,No,No,No,No,No,No
22165114,No,Yes,No,No,No,No,No
22233582,No,No,No,No,No,No,Yes
22100583,Yes,No,No,Yes,No,No,No
21654952,No,Yes,No,No,No,No,No
22085287,Yes,No,No,No,Yes,No,No
22075772,Yes,No,No,Yes,Yes,No,No
22366226,Yes,No,Yes,Yes,No,No,No
21771856,No,Yes,No,No,No,No,No
21759865,No,No,No,No,No,No,Yes
22362766,Yes,No,No,Yes,Yes,No,No
22076485,No,Yes,No,No,No,No,No
21676368,Yes,No,No,No,Yes,No,No
21676464,Yes,No,No,No,No,No,No
21924510,No,No,No,No,No,No,Yes
22155366,Yes,No,No,No,No,No,No
21718623,Yes,No,No,No,No,No,No
22073575,Yes,No,Yes,No,No,No,No
22364258,Yes,No,No,No,No,No,No
22141019,Yes,No,No,No,Yes,No,No
21847254,No,No,No,No,No,No,Yes
22145798,Yes,No,No,No,No,No,No
21595422,Yes,No,No,Yes,No,No,No
22155818,Yes,No,No,No,No,No,No
22035219,Yes,No,No,No,No,No,No
22394163,No,Yes,No,No,No,No,No
22390085,Yes,No,No,Yes,No,No,No
21713082,Yes,No,No,Yes,No,No,No
22315913,Yes,No,No,Yes,Yes,No,No
22230225,No,No,No,No,No,No,Yes
21871866,Yes,No,No,No,No,No,No
21935672,No,Yes,No,No,No,No,No
21762239,No,No,No,No,No,No,Yes
21678825,No,Yes,No,Yes,No,No,No
21621827,No,Yes,No,No,No,No,No
22008925,No,Yes,No,No,Yes,No,No
22014541,Yes,No,No,No,No,No,No
22113196,Yes,No,No,Yes,Yes,No,No
21997407,No,Yes,No,Yes,No,No,No
22233904,Yes,No,No,No,No,No,No
22278199,,,,,,,
21817001,,,,,,,
22211412,,,,,,,
22107118,,,,,,,
21654885,,,,,,,
22333975,,,,,,,
22220902,,,,,,,
22271547,,,,,,,
22162633,,,,,,,
21653782,No,Yes,No,No,No,No,No
21953118,No,Yes,No,No,No,No,No
21940941,No,Yes,No,No,No,No,No
22372563,Yes,No,No,No,No,No,No
22259586,Yes,No,No,Yes,Yes,No,No
21867601,Yes,No,No,Yes,No,No,No
22353568,Yes,No,No,Yes,Yes,No,No
21869318,No,No,No,No,No,No,Yes
22233582,No,No,No,No,No,No,Yes
21868673,No,Yes,No,No,No,No,No
21664573,Yes,No,No,No,Yes,No,No
22259529,Yes,No,No,No,No,No,No
21670879,Yes,No,No,Yes,No,No,No
21800287,Yes,No,No,Yes,No,No,No
21808814,Yes,No,No,Yes,No,No,No
21743247,No,No,No,No,No,No,Yes
22377851,No,Yes,No,Yes,No,No,No
21621472,No,Yes,No,No,No,No,No
21874205,No,No,No,No,No,No,Yes
22281804,No,Yes,No,No,No,No,No
22166643,Yes,No,No,No,No,No,No
21873161,Yes,No,No,Yes,No,No,No
22030538,Yes,No,No,No,No,No,No
21912460,No,Yes,No,Yes,No,No,No
21931923,No,Yes,No,No,No,No,No
21851626,Yes,No,No,No,No,No,No
21944155,No,No,No,No,No,No,Yes
22251518,Yes,No,Yes,No,No,No,No
22364936,Yes,No,No,No,No,No,No
22141051,No,Yes,No,No,No,No,No
22074023,No,Yes,No,No,No,No,No
22210434,Yes,No,Yes,No,No,No,No
21900530,Yes,No,No,No,No,No,No
21614179,Yes,No,No,Yes,No,No,No
22113780,Yes,No,No,No,No,No,No
21904435,Yes,No,No,Yes,Yes,No,No
22222558,Yes,No,No,No,No,No,No
21674726,No,No,Yes,No,No,No,No
21751225,Yes,No,Yes,No,Yes,No,No
21657182,Yes,No,No,Yes,No,No,No
22234137,No,Yes,No,No,No,No,No
21922817,Yes,No,No,No,No,No,No
21995409,Yes,No,No,No,No,No,No
22295747,Yes,No,No,No,No,No,No
22373265,Yes,No,No,No,No,No,No
22338582,No,Yes,No,No,No,No,No
22225455,Yes,No,No,Yes,Yes,No,No
22165467,Yes,No,No,No,No,No,No
22005938,Yes,No,No,No,No,No,No
22370687,Yes,No,No,No,No,No,No
21599203,Yes,No,No,No,No,No,No
21869293,Yes,No,No,Yes,No,No,No
22176166,Yes,No,No,No,No,No,No
21692549,Yes,No,No,No,No,No,No
21823981,No,No,No,No,No,No,Yes
21653926,Yes,No,No,No,No,No,No
21748858,Yes,No,No,No,Yes,No,No
21817137,No,No,Yes,No,No,No,No
21998810,Yes,No,No,Yes,No,No,No
22251705,No,Yes,No,No,No,No,No
21767830,No,No,No,No,No,No,Yes
21912490,Yes,No,No,No,Yes,No,No
21842068,Yes,No,No,No,No,No,No
21886314,No,No,No,No,No,No,Yes
22218808,Yes,No,No,Yes,No,No,No
22330419,Yes,No,No,No,No,No,No
22170795,Yes,No,No,No,No,No,No
21874843,Yes,No,No,No,No,No,No
22216457,Yes,No,No,No,No,No,No
21662883,Yes,No,No,No,No,No,No
21601032,Yes,No,No,No,No,No,No
21753782,Yes,No,No,No,No,No,No
22076800,No,Yes,No,No,No,No,No
21664504,No,No,No,No,No,No,Yes
22314699,No,No,No,No,No,No,Yes
21864547,Yes,No,No,No,No,No,No
21984097,No,No,No,No,No,No,Yes
21687653,Yes,No,No,No,No,No,No
22077633,Yes,No,No,No,No,No,No
21859668,Yes,No,No,No,No,No,No
21858597,No,No,No,No,No,No,Yes
21653919,Yes,No,No,No,No,No,No
22363918,Yes,No,No,Yes,No,No,No
21670526,Yes,No,No,No,No,No,No
21998044,Yes,No,No,No,No,No,No
21736816,Yes,No,No,No,No,No,No
22230759,Yes,No,No,No,No,No,No
21979732,Yes,No,No,No,No,No,No
21615392,Yes,No,No,No,No,No,No
21621059,No,Yes,No,No,No,No,No
21908306,No,Yes,No,No,No,No,No
22235398,Yes,No,No,No,No,No,No
21749086,Yes,No,Yes,No,No,No,No
22257545,No,No,Yes,No,No,No,Yes
21648693,Yes,No,No,No,No,No,No
22385761,Yes,No,No,No,No,No,No
22077576,Yes,No,No,No,No,No,No
21825939,Yes,No,No,No,Yes,No,No
22247714,Yes,No,No,No,No,No,No
21725564,Yes,No,No,No,No,No,No
22326245,Yes,No,No,No,No,No,No
22282409,Yes,No,No,No,No,Yes,No
22134438,No,Yes,No,No,No,No,No
21771085,No,Yes,No,No,No,No,Yes
22069194,Yes,No,No,No,No,No,No
22240856,No,No,No,No,No,No,Yes
22039520,No,Yes,No,No,Yes,No,No
22307331,Yes,No,No,No,No,No,No
22164745,No,Yes,No,No,No,No,No
22199309,Yes,No,No,No,No,No,No
22046340,Yes,No,Yes,No,No,No,No
22146999,No,Yes,No,Yes,No,No,No
22311799,No,Yes,No,No,Yes,No,No
22013522,No,No,No,No,No,No,Yes
22269345,Yes,No,No,Yes,No,No,No
22157988,Yes,No,No,No,No,No,No
22286009,Yes,No,No,No,No,No,No
21870179,Yes,No,No,No,No,No,No
21747277,Yes,No,No,Yes,No,No,No
21915061,Yes,No,No,Yes,No,No,No
21887221,Yes,No,Yes,No,No,No,No
21812398,Yes,No,Yes,No,No,No,No
22307610,No,No,No,No,No,No,Yes
22085798,Yes,No,No,No,No,No,No
21676014,Yes,No,No,No,No,No,No
22042856,Yes,No,No,No,Yes,No,No
21828196,Yes,No,No,Yes,No,No,No
22315117,Yes,No,No,No,No,No,No
21727468,Yes,No,No,No,No,No,No
21761201,No,No,No,No,No,No,Yes
22065234,Yes,No,No,No,No,No,No
21713278,Yes,No,No,No,Yes,No,No
22261283,Yes,No,Yes,No,No,No,No
21747563,Yes,No,Yes,No,No,No,No
22098828,Yes,No,No,No,No,No,No
21999757,Yes,No,No,No,No,No,No
21892944,Yes,No,Yes,No,No,No,No
21863098,No,Yes,No,No,No,No,No
22155413,Yes,No,No,No,No,No,No
21599452,No,Yes,No,No,No,No,No
22355562,No,No,No,No,No,No,Yes
22260375,Yes,No,Yes,No,No,No,No
22055484,Yes,No,No,No,No,No,No
21590720,Yes,No,No,No,No,No,No
21778784,Yes,No,No,No,No,No,No
21668033,Yes,No,No,No,No,No,No
22363974,No,Yes,Yes,No,No,No,No
22240478,No,Yes,No,No,No,No,No
22306573,Yes,No,No,Yes,No,No,No
21831124,Yes,No,No,No,No,No,No
22060521,Yes,No,No,No,No,No,No
21814273,Yes,No,No,No,No,Yes,No
21668178,Yes,No,Yes,No,No,No,No
21777985,No,Yes,No,No,No,Yes,No
21925876,Yes,No,No,No,No,No,No
21679271,No,No,No,No,No,No,Yes
22053439,No,No,No,No,No,No,Yes
21731932,Yes,No,No,No,No,No,No
22257737,No,Yes,No,No,No,No,No
22256703,Yes,No,No,No,No,No,No
22300379,Yes,No,No,No,No,No,No
22195421,Yes,No,No,Yes,No,No,No
21666513,No,Yes,No,No,No,No,No
21600495,No,No,No,No,No,No,Yes
22029821,Yes,No,Yes,No,No,No,No
21975877,Yes,No,No,No,No,No,No
22160960,Yes,No,No,No,No,No,No
21778027,No,Yes,No,No,No,No,No
22000702,No,Yes,No,No,No,No,No
21591161,Yes,No,No,No,No,No,No
21735133,No,No,No,Yes,No,No,No
22096094,No,Yes,No,No,No,No,No
22359311,Yes,No,No,Yes,No,No,No
21900177,Yes,No,No,Yes,No,No,No
22303338,No,No,Yes,No,No,No,No
21914841,Yes,No,No,No,No,No,No
21875128,Yes,No,No,No,No,No,No
22361498,No,Yes,No,Yes,No,No,No
21621412,No,Yes,No,No,Yes,No,No
21880570,No,No,No,Yes,No,No,No
22388415,No,Yes,No,Yes,Yes,No,No
22263115,No,Yes,No,No,No,No,No
22010431,Yes,No,No,No,Yes,No,No
22008862,Yes,No,No,Yes,No,No,No
21724528,Yes,No,No,No,No,No,No
21595399,No,Yes,No,No,No,No,No
22277703,No,Yes,No,No,No,No,No
21671254,No,No,No,No,Yes,No,No
21945689,Yes,No,No,No,Yes,No,No
21739461,No,Yes,No,No,No,No,No
22303773,Yes,No,Yes,No,Yes,No,No
22389047,No,Yes,No,Yes,No,No,No
22131096,Yes,No,No,No,No,No,No
22214989,No,Yes,No,No,No,No,No
21859533,No,No,Yes,No,No,No,No
21612568,No,Yes,No,No,Yes,No,No
22231498,No,Yes,No,No,Yes,No,No
21593760,No,Yes,No,No,No,No,No
21948969,No,Yes,Yes,No,No,No,No
22233582,No,No,No,No,No,No,Yes
21884407,Yes,Yes,No,Yes,No,No,No
21899655,No,Yes,No,Yes,No,No,No
21654678,No,Yes,No,No,Yes,No,No
21789896,Yes,No,No,No,No,No,No
22378746,No,Yes,No,Yes,No,No,No
21983265,No,No,No,No,No,No,Yes
21927465,No,No,No,Yes,No,No,No
22079045,Yes,Yes,No,No,No,No,No
21600495,No,No,No,No,No,No,Yes
22249085,Yes,No,No,Yes,Yes,No,No
22146535,No,No,Yes,No,Yes,No,No
22129333,Yes,Yes,No,No,No,No,No
21924464,No,No,No,No,Yes,No,No
22362089,Yes,No,No,Yes,No,No,No
21979671,No,Yes,No,No,Yes,No,No
22323850,No,Yes,No,Yes,No,No,No
21619658,No,No,No,No,Yes,No,No
22029247,Yes,Yes,No,No,No,No,No
22355705,No,No,No,Yes,No,No,No
21610140,Yes,No,Yes,No,Yes,No,No
22233582,No,No,No,No,No,No,Yes
22033394,No,No,No,Yes,No,No,No
21671021,No,Yes,No,No,Yes,No,No
22180801,Yes,No,No,No,Yes,No,No
22093296,No,Yes,No,Yes,No,No,No
22397173,Yes,No,No,No,No,No,No
22019927,No,Yes,No,Yes,No,No,No
22054306,No,Yes,Yes,Yes,Yes,No,No
21722597,Yes,Yes,No,No,Yes,No,No
22122715,Yes,Yes,No,No,No,No,No
22381578,No,Yes,Yes,No,No,No,No
22145056,Yes,No,No,No,Yes,No,No
21912085,Yes,No,Yes,No,Yes,No,No
21922729,No,Yes,No,Yes,Yes,No,No
22103564,Yes,Yes,No,Yes,No,No,No
21980835,Yes,No,No,No,No,No,No
21970929,No,No,Yes,No,No,No,No
22233582,No,No,No,No,No,No,Yes
22023544,No,Yes,No,No,No,No,No
22349057,No,Yes,No,No,Yes,No,No
22308634,Yes,No,No,No,No,No,No
21831777,Yes,No,No,No,No,No,No
21770585,Yes,No,No,No,No,No,No
21830884,Yes,No,No,No,No,No,No
21867619,No,No,Yes,No,No,No,No
22214864,Yes,No,No,Yes,Yes,No,No
22096452,Yes,No,Yes,Yes,Yes,No,No
22314340,Yes,No,No,No,No,No,No
22131884,Yes,No,No,No,No,No,No
21659547,Yes,No,No,No,No,No,No
22132029,Yes,No,No,No,No,No,No
21787488,Yes,No,No,Yes,Yes,No,No
21746319,Yes,No,No,No,Yes,No,No
22000341,Yes,No,Yes,No,No,No,No
21622727,Yes,No,No,No,No,No,No
22240980,Yes,No,No,No,No,No,No
22354712,Yes,No,No,No,No,No,No
22116548,Yes,No,Yes,No,Yes,No,No
22318671,Yes,No,Yes,No,No,No,No
22017956,Yes,No,No,No,No,No,No
22226676,Yes,No,No,No,No,No,No
22342381,Yes,No,No,No,No,No,No
22222279,No,No,No,No,No,No,Yes
21952502,Yes,No,No,No,No,No,No
21642940,Yes,No,No,No,No,No,No
21902446,Yes,No,No,No,No,No,No
22121780,Yes,No,No,Yes,No,No,No
22035611,No,No,No,Yes,No,No,No
22176517,Yes,No,No,No,No,No,No
22014936,Yes,No,No,Yes,No,No,No
21597707,No,No,No,Yes,No,No,No
22338528,No,Yes,No,Yes,No,No,No
21659145,No,No,Yes,No,No,No,No
21791372,Yes,No,No,Yes,No,No,No
21855859,No,Yes,No,Yes,No,No,No
22045616,Yes,Yes,No,Yes,No,Yes,No
22225675,No,Yes,No,Yes,Yes,No,No
21778894,No,Yes,No,Yes,Yes,No,No
22145615,No,No,No,No,No,No,Yes
22229912,No,No,No,Yes,No,No,No
22146800,No,Yes,No,Yes,Yes,No,No
22148297,No,No,No,No,Yes,No,No
21874865,No,Yes,No,Yes,No,No,No
21728814,Yes,No,No,Yes,Yes,No,No
21896919,Yes,No,No,No,No,No,No
22096585,Yes,Yes,No,No,No,No,No
22047684,Yes,Yes,No,Yes,No,No,No
22146333,No,Yes,No,No,No,No,No
22222109,Yes,Yes,Yes,Yes,No,Yes,No
21882445,Yes,No,No,No,No,No,No
21988101,No,No,No,Yes,No,No,No
21938619,No,Yes,No,No,No,No,No
21953172,No,No,No,No,No,No,Yes
21600432,No,Yes,No,Yes,No,No,No
22106301,Yes,No,No,No,No,No,No
21862118,Yes,Yes,No,Yes,No,No,No
22049804,Yes,Yes,No,Yes,No,No,No
22205342,No,Yes,Yes,Yes,No,No,No
22149436,Yes,Yes,No,Yes,Yes,Yes,No
21922248,No,Yes,No,No,No,No,No
21591624,Yes,No,No,No,No,No,No
22370680,No,No,No,Yes,No,No,No
22142844,Yes,No,No,No,No,No,No
22347939,Yes,No,No,No,No,No,No
21954708,No,Yes,No,No,No,Yes,No
22120336,Yes,No,No,No,No,No,No
22157347,Yes,Yes,No,Yes,No,Yes,No
21896514,No,Yes,No,No,No,No,No
21927514,No,No,Yes,No,No,No,No
21921326,No,No,No,Yes,No,No,No
22266675,Yes,No,No,No,No,No,No
22321732,Yes,No,No,Yes,No,No,No
21671756,Yes,Yes,No,No,No,No,No
21911891,No,Yes,Yes,Yes,No,No,No
21689292,No,No,No,Yes,No,No,No
21678871,Yes,Yes,No,No,No,No,No
22396837,No,Yes,No,No,Yes,No,No
21928845,No,Yes,No,No,No,No,No
21698750,No,No,No,No,Yes,No,No
22131467,Yes,No,No,No,No,No,No
22267688,Yes,No,No,No,No,No,No
21689967,Yes,No,No,Yes,No,No,No
22389391,No,Yes,No,Yes,No,No,No
22143258,Yes,No,Yes,No,No,No,No
22128174,Yes,No,No,No,Yes,No,No
21666407,No,Yes,No,No,No,No,No
22018490,Yes,No,No,No,Yes,No,No
22257423,Yes,No,No,No,Yes,No,No
22307609,Yes,No,No,Yes,No,No,No
21953732,Yes,No,No,Yes,No,No,No
22369414,Yes,No,No,Yes,No,No,No
21813151,No,Yes,No,No,No,No,No
21985649,No,Yes,No,No,Yes,No,No
22310762,No,No,Yes,Yes,No,No,No
21596012,No,No,No,Yes,No,No,No
21593689,No,Yes,No,No,Yes,No,No
21864914,Yes,No,No,No,No,No,No
22040424,Yes,No,No,No,No,No,No
22091732,No,Yes,No,No,No,No,No
21736101,No,Yes,No,No,Yes,No,No
22244930,No,Yes,No,Yes,Yes,No,No
21976419,Yes,No,No,Yes,Yes,No,No
21932683,Yes,No,No,No,No,No,No
21762376,No,No,No,Yes,No,No,No
22111653,Yes,No,No,No,No,No,No
21626110,Yes,No,No,Yes,No,No,No
21806542,Yes,No,No,Yes,No,No,No
21782587,Yes,No,No,No,Yes,No,No
22031843,Yes,No,No,No,Yes,No,No
22112255,Yes,No,No,No,No,No,No
22384696,Yes,No,No,No,No,No,No
22310110,No,Yes,No,No,No,No,No
21998755,Yes,No,No,No,Yes,No,No
22289756,Yes,No,No,Yes,No,No,No
21870770,Yes,No,No,Yes,No,No,No
22352970,Yes,No,No,Yes,No,No,No
21615482,Yes,No,No,No,Yes,No,No
22090603,No,No,No,Yes,No,No,No
22105713,No,No,No,Yes,Yes,No,No
21875186,Yes,No,No,No,Yes,No,No
21761540,No,Yes,No,No,No,No,No
22012338,Yes,No,No,No,No,No,No
22285512,Yes,No,No,No,No,No,No
21906939,No,No,No,Yes,No,No,No
22281379,No,No,No,No,Yes,No,No
22279267,No,No,No,No,No,No,Yes
22012251,Yes,No,No,No,Yes,No,No
22080669,Yes,No,No,No,No,No,No
22233582,No,No,No,No,No,No,Yes
22311482,No,No,Yes,No,Yes,No,No
22136571,No,No,Yes,Yes,No,No,No
21790017,No,No,No,No,Yes,No,No
21855654,Yes,No,No,Yes,No,No,No
22275109,Yes,No,No,No,No,No,No
21975606,Yes,No,No,No,No,No,No
21651728,No,Yes,No,No,No,No,No
22015665,Yes,No,No,Yes,No,No,No
21767948,No,No,No,Yes,Yes,No,No
22142152,Yes,No,No,No,Yes,No,No
22317475,Yes,No,No,No,Yes,No,No
22168429,Yes,Yes,No,No,No,No,No
22387961,No,Yes,No,No,No,No,No
22143541,No,Yes,No,Yes,No,No,No
22283178,Yes,No,No,Yes,Yes,No,No
